1	976
2	970.75
3	980
4	990.5
5	990.05
6	996.12
7	998.27
8	999.3
9	1002.40
10	1001.75
11	997.65
12	976
13	988.8
14	988.27
15	990.75
16	1000.10
17	1011.70
18	1018.50
19	1027.72
20	1021.00
21	1024.00
22	1031.50
23	1037.97
24	1041.38
25	1043.43
26	1046.83
27	1047.70
28	1044.00
29	1049.25
30	1050.00
31	1052.75
32	1056.80
33	1062.80
34	1065.50
35	1068.65
36	1070.10
37	1071.70
38	1074.25
39	1074.25
40	1070.50
41	1071.00
42	1068.80
43	1064.50
44	1060.50
45	1059.10
46	1052.70
47	1040.15
48	1043.50
49	1039.85
50	1042.75
51	1045.75
52	1040.55
53	1035.75
54	1023.85
55	1013.50
56	1020.50
57	1016.45
58	1010.05
59	1002.25
60	999.95
61	996.75
62	994.75
63	995.37
64	998.1
65	1000.16
66	1001.83
67	1004.65
68	1025.00
69	1010.08
70	1023.75
71	1038.00
72	1058.55
73	1071.70
74	1075.75
75	1076.40
76	1077.50
77	1055.50
78	1061.00
79	1059.75
80	1061.00
81	1063.05
82	1057.95
83	1054.50
84	1064.00
85	1072.50
86	1076.00
87	1072.05
88	1076.70
89	1080.00
90	1078.25
91	1081.50
92	1089.35
93	1093.25
94	1102.00
95	1098.47
96	1107.40
97	1106.20
98	1113.65
99	1119.17
100	1129.50
101	1149.50
102	1173.50
103	1191.75
104	1237.50
105	1239.70
106	1244.50
107	1247.50
108	1270.00
109	1264.33
110	1269.25
111	1284.57
112	1293.00
113	1298.15
114	1297.10
115	1309.00
116	1296.25
117	1305.75
118	1288.30
119	1292.25
120	1309.50
121	1319.55
122	1326.70
123	1334.55
124	1343.75
125	1347.00
126	1349.38
127	1341.60
128	1344.00
129	1353.80
130	1356.35
131	1361.35
132	1361.50
133	1357.00
134	1360.78
135	1359.25
136	1362.10
137	1364.60
138	1385.25
139	1387.00
140	1394.84
141	1398.05
142	1382.40
143	1384.50
144	1394.10
145	1370.50
146	1352.00
147	1377.00
148	1381.00
149	1378.25
150	1371.00
151	1359.00
152	1386.25
153	1430.00
154	1442.77
155	1510.00
156	1508.00
157	1533.05
158	1553.60
159	1582.50
160	1589.25
161	1596.00
162	1594.75
163	1569.50
164	1553.00
165	1578.25
166	1536.50
167	1543.75
168	1553.00
169	1537.50
170	1485.00
171	1494.25
172	1554.00
173	1531.00
174	1592.50
175	1593.50
176	1581.00
177	1567.15
178	1557.50
179	1562.75
180	1566.50
181	1552.50
182	1563.50
183	1548.00
184	1531.50
185	1531.50
186	1581.00
187	1582.50
188	1578.50
189	1620.00
190	1630.50
191	1655.00
192	1675.00
193	1672.50
194	1665.00
195	1688.50
196	1694.00
197	1819.00
198	1755.00
199	1852.50
200	1819.50
201	1845.00
202	1817.00
203	1844.50
204	1877.50
205	1910.50
206	1968.00
207	1948.00
208	1987.00
209	1984.50
210	1994.35
211	1997.50
212	1991.00
213	1969.50
214	1947.00
215	1970.25
216	1957.50
217	1962.50
218	1932.00
219	1925.50
220	1900.00
221	1905.00
222	1872.50
223	1876.50
224	1875.00
225	1903.50
226	1922.50
227	1938.00
228	1963.50
229	1955.50
230	1950.00
231	1945.25
232	1947.00
233	1964.50
234	1959.50
235	1953.50
236	1955.50
237	1961.00
238	2004.50
239	1993.50
240	1993.50
241	2008.35
242	2043.90
243	2040.45
244	2102.00
245	2111.50
246	2125.00
247	2108.00
248	2114.00
249	2128.50
250	2156.00
251	2176.50
252	2148.00
253	2147.00
254	2178.50
255	2180.00
256	2182.50
257	2186.50
258	2206.55
259	2216.00
260	2201.50
261	2212.50
262	2228.50
263	2211.00
264	2186.20
265	2185.25
266	2162.50
267	2162.00
268	2133.00
269	2126.00
270	2124.00
271	2148.00
272	2176.00
273	2177.00
274	2176.75
275	2195.00
276	2236.00
277	2243.00
278	2252.50
279	2239.50
280	2240.00
281	2241.25
282	2235.00
283	2242.00
284	2256.50
285	2257.75
286	2268.50
287	2283.50
288	2297.75
289	2310.50
290	2311.00
291	2315.00
292	2330.00
293	2342.50
294	2357.50
295	2368.00
296	2325.75
297	2341.50
298	2308.50
299	2305.00
300	2307.55
301	2297.50
302	2299.00
303	2306.20
304	2306.50
305	2304.50
306	2304.00
307	2295.00
308	2286.86
309	2284.55
310	2283.25
311	2301.75
312	2320.00
313	2344.50
314	2340.50
315	2334.00
316	2326.00
317	2313.40
318	2317.00
319	2314.75
320	2311.12
321	2302.25
322	2304.00
323	2314.75
324	2298.50
325	2310.00
326	2313.00
327	2298.20
328	2279.10
329	2302.25
330	2296.50
331	2267.50
332	2253.50
333	2270.50
334	2281.50
335	2287.50
336	2313.40
337	2302.00
338	2280.00
339	2286.75
340	2268.50
341	2273.00
342	2261.50
343	2266.95
344	2261.50
345	2273.75
346	2292.00
347	2291.60
348	2346.65
349	2316.55
350	2318.05
351	2341.70
352	2376.95
353	2382.50
354	2402.50
355	2444.00
356	2508.25
357	2521.00
358	2599.50
359	2643.50
360	2555.00
361	2639.00
362	2643.00
363	2700.00
364	2706.55
365	2743.00
366	2782.50
367	2833.50
368	2859.40
369	2855.00
370	2810.00
371	2761.50
372	2781.20
373	2741.50
374	2684.55
375	2721.00
376	2804.95
377	2799.95
378	2816.00
379	2820.00
380	2862.25
381	2851.05
382	2909.50
383	2913.05
384	2933.95
385	2947.50
386	2962.20
387	2930.20
388	2943.90
389	2962.55
390	2960.57
391	2958.25
392	2957.85
393	2958.00
394	2942.90
395	2931.75
396	2919.00
397	2911.25
398	2863.00
399	2842.00
400	2854.40
401	2852.50
402	2847.50
403	2817.05
404	2817.35
405	2820.00
406	2817.50
407	2817.30
408	2862.00
409	2883.00
410	2893.10
411	2893.95
412	2876.05
413	2865.75
414	2842.05
415	2828.35
416	2828.20
417	2825.50
418	2852.00
419	2887.50
420	2882.00
421	2865.90
422	2860.90
423	2861.45
424	2876.10
425	2843.05
426	2836.60
427	2835.80
428	2834.40
429	2808.05
430	2813.60
431	2811.55
432	2792.00
433	2776.65
434	2770.00
435	2737.60
436	2767.00
437	2739.00
438	2759.00
439	2722.50
440	2686.15
441	2681.50
442	2669.50
443	2670.75
444	2674.00
445	2676.10
446	2663.00
447	2656.00
448	2622.00
449	2621.00
450	2657.50
451	2714.80
452	2697.78
453	2775.80
454	2727.03
455	2711.75
456	2739.10
457	2709.75
458	2694.50
459	2669.50
460	2669.00
461	2630.80
462	2628.50
463	2614.40
464	2599.62
465	2614.25
466	2597.00
467	2572.00
468	2557.00
469	2539.25
470	2549.12
471	2596.13
472	2630.00
473	2569.00
474	2563.25
475	2557.85
476	2566.50
477	2537.50
478	2536.00
479	2525.70
480	2476.05
481	2469.55
482	2426.50
483	2356.50
484	2368.50
485	2352.50
486	2380.00
487	2367.75
488	2375.00
489	2370.50
490	2362.50
491	2341.00
492	2319.50
493	2323.50
494	2329.75
495	2338.76
496	2368.75
497	2387.50
498	2374.00
499	2345.50
500	2363.00
501	2344.50
502	2348.00
503	2342.00
504	2347.00
505	2336.00
506	2338.50
507	2335.00
508	2345.50
509	2323.00
510	2323.00
511	2327.50
512	2330.50
513	2333.68
514	2315.50
515	2309.50
516	2307.53
517	2306.75
518	2308.50
519	2306.00
520	2294.50
521	2304.50
522	2302.50
523	2289.00
524	2287.35
525	2292.50
526	2299.75
527	2289.05
528	2290.57
529	2281.88
530	2282.05
531	2277.25
532	2272.57
533	2274.50
534	2274.70
535	2277.30
536	2280.80
537	2286.50
538	2279.05
539	2271.65
540	2269.78
